  1      0.00000000E+00      0.14829349E-01
  2      0.10000000E-01      0.14728908E-01
  3      0.20000000E-01      0.14143310E-01
  4      0.30000000E-01      0.12996248E-01
  5      0.40000000E-01      0.11266630E-01
  6      0.50000000E-01      0.89940356E-02
  7      0.60000000E-01      0.62778137E-02
  8      0.70000000E-01      0.32698301E-02
  9      0.80000000E-01      0.16150444E-03
 10      0.90000000E-01     -0.28336203E-02
 11      0.10000000E+00     -0.55000591E-02
 12      0.11000000E+00     -0.76413034E-02
 13      0.12000000E+00     -0.90993676E-02
 14      0.13000000E+00     -0.97709692E-02
 15      0.14000000E+00     -0.96186689E-02
 16      0.15000000E+00     -0.86757898E-02
 17      0.16000000E+00     -0.70445405E-02
 18      0.17000000E+00     -0.48874476E-02
 19      0.18000000E+00     -0.24128629E-02
 20      0.19000000E+00      0.14409171E-03
 21      0.20000000E+00      0.25433199E-02
 22      0.21000000E+00      0.45621813E-02
 23      0.22000000E+00      0.60163767E-02
 24      0.23000000E+00      0.67772477E-02
 25      0.24000000E+00      0.67837920E-02
 26      0.25000000E+00      0.60482056E-02
 27      0.26000000E+00      0.46543939E-02
 28      0.27000000E+00      0.27495753E-02
 29      0.28000000E+00      0.52978195E-03
 30      0.29000000E+00     -0.17793457E-02
 31      0.30000000E+00     -0.39446084E-02
 32      0.31000000E+00     -0.57479987E-02
 33      0.32000000E+00     -0.70079415E-02
 34      0.33000000E+00     -0.75969550E-02
 35      0.34000000E+00     -0.74540132E-02
 36      0.35000000E+00     -0.65904052E-02
 37      0.36000000E+00     -0.50885242E-02
 38      0.37000000E+00     -0.30937042E-02
 39      0.38000000E+00     -0.79990900E-03
 40      0.39000000E+00      0.15693289E-02
 41      0.40000000E+00      0.37828516E-02
 42      0.41000000E+00      0.56245553E-02
 43      0.42000000E+00      0.69145867E-02
 44      0.43000000E+00      0.75269822E-02
 45      0.44000000E+00      0.74020254E-02
 46      0.45000000E+00      0.65521139E-02
 47      0.46000000E+00      0.50605618E-02
 48      0.47000000E+00      0.30734574E-02
 49      0.48000000E+00      0.78537220E-03
 50      0.49000000E+00     -0.15796780E-02
 51      0.50000000E+00     -0.37901555E-02
 52      0.51000000E+00     -0.56296612E-02
 53      0.52000000E+00     -0.69181135E-02
 54      0.53000000E+00     -0.75293723E-02
 55      0.54000000E+00     -0.74035821E-02
 56      0.55000000E+00     -0.65530255E-02
 57      0.56000000E+00     -0.50609122E-02
 58      0.57000000E+00     -0.30732210E-02
 59      0.58000000E+00     -0.78439084E-03
 60      0.59000000E+00      0.15817420E-02
 61      0.60000000E+00      0.37938987E-02
 62      0.61000000E+00      0.56360606E-02
 63      0.62000000E+00      0.69287058E-02
 64      0.63000000E+00      0.75465086E-02
 65      0.64000000E+00      0.74307793E-02
 66      0.65000000E+00      0.65954389E-02
 67      0.66000000E+00      0.51259551E-02
 68      0.67000000E+00      0.31713559E-02
 69      0.68000000E+00      0.93011311E-03
 70      0.69000000E+00     -0.13687153E-02
 71      0.70000000E+00     -0.34872346E-02
 72      0.71000000E+00     -0.52012315E-02
 73      0.72000000E+00     -0.63212686E-02
 74      0.73000000E+00     -0.67103157E-02
 75      0.74000000E+00     -0.62962279E-02
 76      0.75000000E+00     -0.50778990E-02
 77      0.76000000E+00     -0.31245470E-02
 78      0.77000000E+00     -0.56827556E-03
 79      0.78000000E+00      0.24092858E-02
 80      0.79000000E+00      0.55948746E-02
 81      0.80000000E+00      0.87641959E-02
 82      0.81000000E+00      0.11703150E-01
 83      0.82000000E+00      0.14227570E-01
 84      0.83000000E+00      0.16199507E-01
 85      0.84000000E+00      0.17538498E-01
 86      0.85000000E+00      0.18226749E-01
 87      0.86000000E+00      0.18307802E-01
 88      0.87000000E+00      0.17878957E-01
 89      0.88000000E+00      0.17078303E-01
 90      0.89000000E+00      0.16067824E-01
 91      0.90000000E+00      0.15014383E-01
 92      0.91000000E+00      0.14070633E-01
 93      0.92000000E+00      0.13357886E-01
 94      0.93000000E+00      0.12952734E-01
 95      0.94000000E+00      0.12878842E-01
 96      0.95000000E+00      0.13104767E-01
 97      0.96000000E+00      0.13548009E-01
 98      0.97000000E+00      0.14084867E-01
 99      0.98000000E+00      0.14565028E-01
100      0.99000000E+00      0.14829349E-01
